source,target,weight
ATP-dependent_RNA_helicase_DDX18,ATP-dependent_RNA_helicase_DDX50,0.8261
ATP-dependent_RNA_helicase_DDX50,ATP-dependent_RNA_helicase_DDX18,0.8261
Q9VDZ4,A1Z909,0.8262910798122066
Q9VIF6,Q9VX34,0.8263
Q9VX34,Q9VIF6,0.8263
RPLP0,P19889,0.8266897746967071
ATP-dependent_RNA_helicase_DDX1,ATP-dependent_RNA_helicase_DDX3X,0.8269
ATP-dependent_RNA_helicase_DDX3X,ATP-dependent_RNA_helicase_DDX1,0.8269
26S_proteasome_regulatory_subunit_6B,Transitional_endoplasmic_reticulum_ATPase,0.8273
Transitional_endoplasmic_reticulum_ATPase,26S_proteasome_regulatory_subunit_6B,0.8273
Q8SY39,Q9VX34,0.8277
Q9VX34,Q8SY39,0.8277
Probable_ATP-dependent_RNA_helicase_DDX27,Q9VVK8,0.8292
Q9VVK8,Probable_ATP-dependent_RNA_helicase_DDX27,0.8292
Q07886,Q9VD51,0.8295
Q9VD51,Q07886,0.8295
26S_proteasome_non-ATPase_regulatory_subunit_1,26S_proteasome_non-ATPase_regulatory_subunit_2,0.82991452991453
Q9V3U2,RPL7A,0.8299274884640738
Zinc_finger_protein_808,Zinc_finger_protein_980,0.83
Zinc_finger_protein_980,Zinc_finger_protein_808,0.83
ATP-dependent_RNA_helicase_DDX24,Probable_ATP-dependent_RNA_helicase_DDX27,0.8305
Probable_ATP-dependent_RNA_helicase_DDX27,ATP-dependent_RNA_helicase_DDX24,0.8305
La-related_protein_4,La-related_protein_4B,0.8308591992802519
A1Z909,P53972,0.8311688311688312
RPL28,60S_ribosomal_protein_L28,0.8314785373608903
Q9VUN3,Q9VZ23,0.8315
Q9VZ23,Q9VUN3,0.8315
Heterogeneous_nuclear_ribonucleoprotein_M,Myelin_expression_factor_2,0.8315193081854778
RPL13A,60S_ribosomal_protein_L13a,0.8320355951056729
Q7JXU4,Q9W590,0.8320846187747907
Poly(rC)-binding_protein_1,Insulin-like_growth_factor_2_mRNA-binding_protein_3,0.8329564725833805
26S_proteasome_regulatory_subunit_6B,Q9VS62,0.8334
Q9VS62,26S_proteasome_regulatory_subunit_6B,0.8334
ATP-dependent_RNA_helicase_DDX18,ATP-dependent_RNA_helicase_DDX24,0.834
ATP-dependent_RNA_helicase_DDX24,ATP-dependent_RNA_helicase_DDX18,0.834
Q9VPT3,Q9VVK8,0.8341
Q9VVK8,Q9VPT3,0.8341
26S_proteasome_regulatory_subunit_6A,Q9VS62,0.8342
Q9VS62,26S_proteasome_regulatory_subunit_6A,0.8342
Nucleolar_RNA_helicase_2,Q07886,0.8349
Q07886,Nucleolar_RNA_helicase_2,0.8349
Q7JZ53,40S_ribosomal_protein_S9,0.8355978260869565
Probable_ATP-dependent_RNA_helicase_DDX46,Q9VPT3,0.8365
Q9VPT3,Probable_ATP-dependent_RNA_helicase_DDX46,0.8365
Heterogeneous_nuclear_ribonucleoprotein_K,Insulin-like_growth_factor_2_mRNA-binding_protein_1,0.836505778382053
P32495,Q9V3U2,0.8366555924695459
ATP-dependent_RNA_helicase_DDX18,Q9VIF6,0.8368
Q9VIF6,ATP-dependent_RNA_helicase_DDX18,0.8368
ATP-dependent_RNA_helicase_DDX18,Q07886,0.8372
Nucleolar_RNA_helicase_2,Q9VPT3,0.8372
Q07886,ATP-dependent_RNA_helicase_DDX18,0.8372
Q9VPT3,Nucleolar_RNA_helicase_2,0.8372
Q9VDZ4,RNA_cytosine_C(5)-methyltransferase_NSUN2,0.837245696400626
Q9VLK2,RPL10A,0.8373493975903614
Q8SY39,Q9VD51,0.8376
Q8SY39,Q9VPT3,0.8376
Q9VD51,Q8SY39,0.8376
Q9VPT3,Q8SY39,0.8376
ATP-dependent_RNA_helicase_DDX24,Q9VD51,0.8386
Q9VD51,ATP-dependent_RNA_helicase_DDX24,0.8386
26S_proteasome_regulatory_subunit_4,Q9VS62,0.8389
Q9VS62,26S_proteasome_regulatory_subunit_4,0.8389
ATP-dependent_RNA_helicase_DDX24,Q8SY39,0.8393
Q8SY39,ATP-dependent_RNA_helicase_DDX24,0.8393
26S_proteasome_regulatory_subunit_6A,Transitional_endoplasmic_reticulum_ATPase,0.8396
Probable_ATP-dependent_RNA_helicase_DDX31,Q86B47,0.8396
Q86B47,Probable_ATP-dependent_RNA_helicase_DDX31,0.8396
Transitional_endoplasmic_reticulum_ATPase,26S_proteasome_regulatory_subunit_6A,0.8396
Q9VPX3,A1Z909,0.84
Poly(rC)-binding_protein_2,Insulin-like_growth_factor_2_mRNA-binding_protein_3,0.8411214953271028
Probable_ATP-dependent_RNA_helicase_DDX5,Q9VPT3,0.8416
Q9VPT3,Probable_ATP-dependent_RNA_helicase_DDX5,0.8416
ATP-dependent_RNA_helicase_DDX3X,Q8SY39,0.8417
Q8SY39,ATP-dependent_RNA_helicase_DDX3X,0.8417
Guanine_nucleotide-binding_protein-like_3-like_protein,Q7JXU4,0.8419585987261147
Probable_ATP-dependent_RNA_helicase_DDX5,Q8SY39,0.8429
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX5,0.8429
ATP-dependent_RNA_helicase_DDX50,Q9VPT3,0.843
Q9VPT3,ATP-dependent_RNA_helicase_DDX50,0.843
26S_proteasome_regulatory_subunit_7,Transitional_endoplasmic_reticulum_ATPase,0.8439
Transitional_endoplasmic_reticulum_ATPase,26S_proteasome_regulatory_subunit_7,0.8439
Q9VUC3,Q9VRX7,0.8439306358381503
Probable_ATP-dependent_RNA_helicase_DDX17,Q9VPT3,0.8441
Q9VPT3,Probable_ATP-dependent_RNA_helicase_DDX17,0.8441
NOP2_nucleolar_protein,A1Z909,0.8445146014206788
RNA_cytosine_C(5)-methyltransferase_NSUN2,Q9VPX3,0.8446054750402576
Heterogeneous_nuclear_ribonucleoprotein_K,Insulin-like_growth_factor_2_mRNA-binding_protein_3,0.8460231135282121
Nucleolar_GTP-binding_protein_2,Large_subunit_GTPase_1_homolog,0.8462921348314607
ATP-dependent_RNA_helicase_DDX3X,Q9VPT3,0.8465
Q9VPT3,ATP-dependent_RNA_helicase_DDX3X,0.8465
26S_proteasome_regulatory_subunit_7,Q9VS62,0.8466
Q9VS62,26S_proteasome_regulatory_subunit_7,0.8466
RPL40,Polyubiquitin-B,0.8469917012448133
26S_proteasome_regulatory_subunit_8,Q9VS62,0.847
Q9VS62,26S_proteasome_regulatory_subunit_8,0.847
Q9U3Z7,Q9V3U2,0.8471986417657046
26S_proteasome_regulatory_subunit_4,Transitional_endoplasmic_reticulum_ATPase,0.8481
ATP-dependent_RNA_helicase_DDX50,Q07886,0.8481
Q07886,ATP-dependent_RNA_helicase_DDX50,0.8481
Transitional_endoplasmic_reticulum_ATPase,26S_proteasome_regulatory_subunit_4,0.8481
Q8MT06,Guanine_nucleotide-binding_protein-like_3,0.848705501618123
RPS27A,Polyubiquitin-B,0.848800834202294
Probable_ATP-dependent_RNA_helicase_DDX17,Q8SY39,0.8494
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX17,0.8494
Nucleolar_GTP-binding_protein_2,Q9W590,0.8498876404494382
Probable_ATP-dependent_RNA_helicase_DDX46,Q8SY39,0.8499
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX46,0.8499
RNA_exonuclease_4,Q9VRX7,0.8500778816199377
Nucleolar_RNA_helicase_2,Q9VVK8,0.8503
Q9VVK8,Nucleolar_RNA_helicase_2,0.8503
Q9VUC3,Q12090,0.8504816955684008
ATP-dependent_RNA_helicase_DDX24,Q9VIF6,0.8505
Q9VIF6,ATP-dependent_RNA_helicase_DDX24,0.8505
Heterogeneous_nuclear_ribonucleoprotein_A3,Heterogeneous_nuclear_ribonucleoprotein_D0,0.8507928255783728
ATP-dependent_RNA_helicase_DDX50,Q9VVK8,0.8509
Q9VVK8,ATP-dependent_RNA_helicase_DDX50,0.8509
mRNA_turnover_protein_4_homolog,60S_acidic_ribosomal_protein_P0,0.8512221041445271
P53972,NOP2_nucleolar_protein,0.8521629567408652
26S_proteasome_regulatory_subunit_10B,Nuclear_valosin-containing_protein-like,0.853
Nuclear_valosin-containing_protein-like,26S_proteasome_regulatory_subunit_10B,0.853
26S_proteasome_regulatory_subunit_8,Transitional_endoplasmic_reticulum_ATPase,0.8533
Transitional_endoplasmic_reticulum_ATPase,26S_proteasome_regulatory_subunit_8,0.8533
ATP-dependent_RNA_helicase_DDX18,Q8SY39,0.8534
Q8SY39,ATP-dependent_RNA_helicase_DDX18,0.8534
Q7K1Q7,60S_acidic_ribosomal_protein_P0,0.8540372670807453
RNA_exonuclease_4,Q12090,0.8547507788161994
Q04031,Nucleolar_protein_12,0.8547717842323651
Guanine_nucleotide-binding_protein-like_3,Large_subunit_GTPase_1_homolog,0.85493682732803
O18640,Receptor_of_activated_protein_C_kinase_1,0.8558
Receptor_of_activated_protein_C_kinase_1,O18640,0.8558
Nucleolar_RNA_helicase_2,Probable_ATP-dependent_RNA_helicase_DDX46,0.8567
Probable_ATP-dependent_RNA_helicase_DDX46,Nucleolar_RNA_helicase_2,0.8567
ATP-dependent_RNA_helicase_DDX50,Probable_ATP-dependent_RNA_helicase_DDX46,0.857
Probable_ATP-dependent_RNA_helicase_DDX46,ATP-dependent_RNA_helicase_DDX50,0.857
A1Z909,Q9VPX3,0.8571428571428571
RPS11,40S_ribosomal_protein_S11,0.8581644815256257
RPL7A,NHP2-like_protein_1,0.8586616635397123
Nucleolar_RNA_helicase_2,Q8SY39,0.8592
Q8SY39,Nucleolar_RNA_helicase_2,0.8592
Q8MT06,Nucleolar_GTP-binding_protein_2,0.8596278317152104
Unconventional_myosin-Ic,Unconventional_myosin-XVIIIa,0.86
Unconventional_myosin-XVIIIa,Unconventional_myosin-Ic,0.86
RPL7A,P39990,0.8605378361475923
Notchless_protein_homolog_1,Q9VPR4,0.8606
Q9VPR4,Notchless_protein_homolog_1,0.8606
Guanine_nucleotide-binding_protein-like_3,Q9W590,0.8624239588207768
Q8SY39,Q9VVK8,0.8632
Q9VVK8,Q8SY39,0.8632
Splicing_factor_45,Splicing_factor_U2AF_65_kDa_subunit,0.8644346871569704
Q9H9L3,Q12090,0.8644674085850557
P53833,Ribonuclease_P__MRP_38_subunit,0.8647342995169082
Exportin-1,Q9TVM2,0.8652373660030628
Q9H9L3,Q9VRX7,0.865262321144674
ATP-dependent_RNA_helicase_DDX50,Q8SY39,0.8659
Q8SY39,ATP-dependent_RNA_helicase_DDX50,0.8659
P39990,Q9V3U2,0.865967365967366
P25359,Q8T4A9,0.865979381443299
Q07886,Q8SY39,0.866
Q8SY39,Q07886,0.866
26S_proteasome_non-ATPase_regulatory_subunit_2,26S_proteasome_non-ATPase_regulatory_subunit_1,0.8661909009812667
Insulin-like_growth_factor_2_mRNA-binding_protein_1,Poly(rC)-binding_protein_2,0.8662035638779825
Regulator_of_nonsense_transcripts_1,Putative_helicase_MOV-10,0.8666961260863161
ATP-dependent_RNA_helicase_DDX24,Q07886,0.8674
Q07886,ATP-dependent_RNA_helicase_DDX24,0.8674
Unconventional_myosin-Ib,Unconventional_myosin-XVIIIa,0.8676
Unconventional_myosin-XVIIIa,Unconventional_myosin-Ib,0.8676
La-related_protein_1,La-related_protein_7,0.8676686217008798
Probable_ATP-dependent_RNA_helicase_DDX27,Q8SY39,0.868
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX27,0.868
Insulin-like_growth_factor_2_mRNA-binding_protein_1,Poly(rC)-binding_protein_1,0.8683177287828451
FAU_ubiquitin-like_and_ribosomal_protein_S30,Polyubiquitin-B,0.8683473389355743
RPL7A,P32495,0.8692933083176986
RPL7A,Q9U3Z7,0.8692933083176986
116_kDa_U5_small_nuclear_ribonucleoprotein_component,P13060,0.8699291693496458
26S_proteasome_regulatory_subunit_6B,Nuclear_valosin-containing_protein-like,0.8704
Nuclear_valosin-containing_protein-like,26S_proteasome_regulatory_subunit_6B,0.8704
116_kDa_U5_small_nuclear_ribonucleoprotein_component,Elongation_factor_2,0.8705730843528654
26S_proteasome_regulatory_subunit_4,Nuclear_valosin-containing_protein-like,0.8706
Nuclear_valosin-containing_protein-like,26S_proteasome_regulatory_subunit_4,0.8706
40S_ribosomal_protein_S12,P80455,0.8707571801566579
Splicing_factor___proline-_and_glutamine-rich,Non-POU_domain-containing_octamer-binding_protein,0.8710106382978723
Probable_ATP-dependent_RNA_helicase_DDX27,Q07886,0.8721
Q07886,Probable_ATP-dependent_RNA_helicase_DDX27,0.8721
Unconventional_myosin-Ie,Unconventional_myosin-XVIIIa,0.8722
Unconventional_myosin-XVIIIa,Unconventional_myosin-Ie,0.8722
FAU_ubiquitin-like_and_ribosomal_protein_S30,Ubiquitin-40S_ribosomal_protein_S27a,0.8722689075630252
26S_proteasome_regulatory_subunit_6A,Nuclear_valosin-containing_protein-like,0.8725
Nuclear_valosin-containing_protein-like,26S_proteasome_regulatory_subunit_6A,0.8725
ATP-dependent_RNA_helicase_DDX3X,ATP-dependent_RNA_helicase_DDX50,0.8727
ATP-dependent_RNA_helicase_DDX50,ATP-dependent_RNA_helicase_DDX3X,0.8727
Q9VD51,Q9VX34,0.8728
Q9VX34,Q9VD51,0.8728
Q8SY39,Q9VIF6,0.873
Q9VIF6,Q8SY39,0.873
FAU_ubiquitin-like_and_ribosomal_protein_S30,P15357,0.873109243697479
Q9VX08,Cytoplasmic_60S_subunit_biogenesis_factor_ZNF622,0.8734015345268542
Q9VTQ1,Q8IRC8,0.8735281290885303
Ribosome_biogenesis_protein_NOP53,Q9W3C2,0.873972602739726
P53972,P40991,0.874002519949601
RPS14,C0HKA0,0.8744186046511628
ATP-dependent_RNA_helicase_DDX3X,Nucleolar_RNA_helicase_2,0.8745
Nucleolar_RNA_helicase_2,ATP-dependent_RNA_helicase_DDX3X,0.8745
60S_ribosomal_protein_L7a,NHP2-like_protein_1,0.8747135217723453
Myosin_light_polypeptide_6,Myosin_regulatory_light_chain_12B,0.8750934130457991
ATP-dependent_RNA_helicase_DDX18,Q9VX34,0.8754
Q9VX34,ATP-dependent_RNA_helicase_DDX18,0.8754
P25359,Q29QQ9,0.8762886597938144
RPS30,Polyubiquitin-B,0.8765493306891423
Q9VYD6,Q8IRC8,0.876601195559351
RPS18,40S_ribosomal_protein_S18,0.8766968325791855
60S_ribosomal_protein_L7a,P39990,0.8770053475935828
Q12499,U4__U6_small_nuclear_ribonucleoprotein_Prp31,0.8770083102493075
Q8MT06,Q7JXU4,0.8770226537216829
P38336,Q9VSC6,0.8771929824561403
Nucleolar_RNA_helicase_2,Probable_ATP-dependent_RNA_helicase_DDX17,0.8777
Probable_ATP-dependent_RNA_helicase_DDX17,Nucleolar_RNA_helicase_2,0.8777
Probable_ATP-dependent_RNA_helicase_DDX5,Q9VVK8,0.8786
Q9VVK8,Probable_ATP-dependent_RNA_helicase_DDX5,0.8786
Protein_lin-28_homolog_A,Y-box-binding_protein_3,0.878682842287695
ATP-dependent_RNA_helicase_DDX50,Probable_ATP-dependent_RNA_helicase_DDX17,0.8787
Probable_ATP-dependent_RNA_helicase_DDX17,ATP-dependent_RNA_helicase_DDX50,0.8787
RPL8,60S_ribosomal_protein_L8,0.8791836734693877
Q02555,Q7KNF1,0.879295154185022
NHP2-like_protein_1,Q9V3U2,0.8799762329174093
ATP-dependent_RNA_helicase_DDX18,Probable_ATP-dependent_RNA_helicase_DDX31,0.8804
Probable_ATP-dependent_RNA_helicase_DDX31,ATP-dependent_RNA_helicase_DDX18,0.8804
Nucleolar_RNA_helicase_2,Probable_ATP-dependent_RNA_helicase_DDX5,0.8809
Probable_ATP-dependent_RNA_helicase_DDX5,Nucleolar_RNA_helicase_2,0.8809
FAU_ubiquitin-like_and_ribosomal_protein_S30,RPL40,0.8809523809523809
P46223,NHP2-like_protein_1,0.8809891808346213
Probable_ATP-dependent_RNA_helicase_DDX27,Q9VIF6,0.881
Q9VIF6,Probable_ATP-dependent_RNA_helicase_DDX27,0.881
RPLP0,60S_acidic_ribosomal_protein_P0,0.8812824956672444
Q0E931,Elongation_factor_1-alpha_1,0.8813400125234815
26S_proteasome_regulatory_subunit_10B,26S_proteasome_regulatory_subunit_6B,0.8816
26S_proteasome_regulatory_subunit_6B,26S_proteasome_regulatory_subunit_10B,0.8816
26S_proteasome_regulatory_subunit_7,Nuclear_valosin-containing_protein-like,0.8816
Nuclear_valosin-containing_protein-like,26S_proteasome_regulatory_subunit_7,0.8816
ATP-dependent_RNA_helicase_DDX50,Probable_ATP-dependent_RNA_helicase_DDX5,0.882
Probable_ATP-dependent_RNA_helicase_DDX5,ATP-dependent_RNA_helicase_DDX50,0.882
RPS30,Ubiquitin-40S_ribosomal_protein_S27a,0.8820029747149232
Eukaryotic_initiation_factor_4A-III,Probable_ATP-dependent_RNA_helicase_DDX6,0.8822
Probable_ATP-dependent_RNA_helicase_DDX6,Eukaryotic_initiation_factor_4A-III,0.8822
Q8MLS5,Q7KVJ1,0.8823529411764706
Probable_ATP-dependent_RNA_helicase_DDX31,Q9VD51,0.8824
Q9VD51,Probable_ATP-dependent_RNA_helicase_DDX31,0.8824
Nucleolar_protein_58,U4__U6_small_nuclear_ribonucleoprotein_Prp31,0.8825541619156214
Eukaryotic_initiation_factor_4A-I,Probable_ATP-dependent_RNA_helicase_DDX6,0.8826
Probable_ATP-dependent_RNA_helicase_DDX6,Eukaryotic_initiation_factor_4A-I,0.8826
RPL9,60S_ribosomal_protein_L9,0.8826185101580135
RPS30,FAU_ubiquitin-like_and_ribosomal_protein_S30,0.8827466534457115
RPS30,P15357,0.8827466534457115
Protein_lin-28_homolog_A,Y-box-binding_protein_1,0.8830155979202773
P46223,P39990,0.883307573415765
Cyclin-dependent_kinase_1,Cyclin-dependent_kinase_11B,0.8834
Cyclin-dependent_kinase_11B,Cyclin-dependent_kinase_1,0.8834
Probable_ATP-dependent_RNA_helicase_DDX46,Q9VVK8,0.8836
Q9VVK8,Probable_ATP-dependent_RNA_helicase_DDX46,0.8836
Endoplasmic_reticulum_chaperone_BiP,Heat_shock_protein_105_kDa,0.8840212406468743
Cyclin-dependent_kinase_1,Cyclin-dependent_kinase_13,0.8853
Cyclin-dependent_kinase_13,Cyclin-dependent_kinase_1,0.8853
Probable_ATP-dependent_RNA_helicase_DDX17,Q9VVK8,0.8853
Q9VVK8,Probable_ATP-dependent_RNA_helicase_DDX17,0.8853
Ribosome_production_factor_2_homolog,Q9VEB3,0.8856624319419237
Cyclin-dependent_kinase_1,Cyclin-dependent_kinase_12,0.8858
Cyclin-dependent_kinase_12,Cyclin-dependent_kinase_1,0.8858
FAU_ubiquitin-like_and_ribosomal_protein_S30,RPS27A,0.8859943977591036
P25040,Q9W1A3,0.8862212943632568
60S_ribosomal_protein_L7a,P32495,0.8869365928189458
Q7JXU4,Guanine_nucleotide-binding_protein-like_3,0.8876156897311591
60S_ribosomal_protein_L7a,Q9U3Z7,0.8877005347593583
Heterogeneous_nuclear_ribonucleoprotein_U,Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_1,0.8877644894204232
Guanine_nucleotide-binding_protein-like_3-like_protein,Q8MT06,0.8885350318471338
Endoplasmic_reticulum_chaperone_BiP,Heat_shock_70_kDa_protein_4,0.8886072894038136
P15646,Q9VG21,0.889196675900277
Y-box-binding_protein_3,Protein_lin-28_homolog_A,0.8894736842105263
Q12499,Nucleolar_protein_56,0.8897506925207757
Serine_and_arginine-rich_splicing_factor_11,Isoform_2_of_Splicing_regulatory_glutamine__lysine-rich_protein_1,0.889943074003795
RPS30,RPL40,0.8901834407535945
RPS14,40S_ribosomal_protein_S14,0.8902325581395348
Q9VVC9,Q9VP47,0.890462700661001
Ribose-phosphate_pyrophosphokinase_2,Phosphoribosyl_pyrophosphate_synthase-associated_protein_2,0.8909702209414025
BMS1_homolog___ribosome_assembly_protein_(Yeast),Q9VP47,0.8912442396313364
Insulin-like_growth_factor_2_mRNA-binding_protein_1,Insulin-like_growth_factor_2_mRNA-binding_protein_3,0.8914225309574146
Q29QQ9,Q8T4A9,0.8916728076639646
P40991,RNA_cytosine_C(5)-methyltransferase_NSUN2,0.8921606118546845
26S_proteasome_regulatory_subunit_8,Nuclear_valosin-containing_protein-like,0.8922
Nuclear_valosin-containing_protein-like,26S_proteasome_regulatory_subunit_8,0.8922
Probable_helicase_senataxin,Putative_helicase_MOV-10,0.8922506946588453
Ribose-phosphate_pyrophosphokinase_1,Phosphoribosyl_pyrophosphate_synthase-associated_protein_2,0.8923594425756848
Insulin-like_growth_factor_2_mRNA-binding_protein_3,Poly(rC)-binding_protein_2,0.8924485125858124
P46223,P32495,0.89258114374034
Q9VS62,Transitional_endoplasmic_reticulum_ATPase,0.8931
Transitional_endoplasmic_reticulum_ATPase,Q9VS62,0.8931
Probable_ATP-dependent_RNA_helicase_DDX31,Q9VX34,0.8932
Q9VX34,Probable_ATP-dependent_RNA_helicase_DDX31,0.8932
Ubiquitin-40S_ribosomal_protein_S27a,Polyubiquitin-B,0.8932178932178932
Q12277,Q8T4A9,0.8933717579250721
Nuclear_valosin-containing_protein-like,Transitional_endoplasmic_reticulum_ATPase,0.8937
Transitional_endoplasmic_reticulum_ATPase,Nuclear_valosin-containing_protein-like,0.8937
Y-box-binding_protein_1,Protein_lin-28_homolog_A,0.893859649122807
P46223,Q9U3Z7,0.8941267387944358
Nuclear_valosin-containing_protein-like,Q9VS62,0.8942
Q9VS62,Nuclear_valosin-containing_protein-like,0.8942
RPS30,RPS27A,0.8946455131383242
rRNA_2'-O-methyltransferase_fibrillarin,Q9VG21,0.8946608946608947
ATP-dependent_RNA_helicase_DHX15,RNA_helicase,0.895211122554068
ATP-dependent_RNA_helicase_DDX3X,Q9VVK8,0.8953
Q9VVK8,ATP-dependent_RNA_helicase_DDX3X,0.8953
Nucleolar_protein_58,Nucleolar_protein_56,0.8956670467502851
RPS5,Q9VFE4,0.8961424332344213
Q9VYD6,Q9VZM6,0.89666951323655
Nucleolar_GTP-binding_protein_2,Guanine_nucleotide-binding_protein-like_3,0.8975280898876404
Cyclin-dependent_kinase_11B,Cyclin-dependent_kinase_13,0.8979
Cyclin-dependent_kinase_13,Cyclin-dependent_kinase_11B,0.8979
Q9V411,GTP-binding_protein_4,0.8981395348837209
P25359,Q12277,0.8982817869415808
26S_proteasome_regulatory_subunit_6B,26S_proteasome_regulatory_subunit_7,0.8985
26S_proteasome_regulatory_subunit_7,26S_proteasome_regulatory_subunit_6B,0.8985
Q07886,Q9VIF6,0.8987
Q9VIF6,Q07886,0.8987
Q12339,Q05498,0.8987206823027718
DnaJ_homolog_subfamily_A_member_1,DnaJ_homolog_subfamily_A_member_2,0.8989
DnaJ_homolog_subfamily_A_member_2,DnaJ_homolog_subfamily_A_member_1,0.8989
RPS9,40S_ribosomal_protein_S9,0.898973954222573
Insulin-like_growth_factor_2_mRNA-binding_protein_3,Poly(rC)-binding_protein_1,0.899160945842868
Protein_FAM98B,Protein_FAM98A,0.8991825613079019
P53632,P48561,0.8992080633549316
Cyclin-dependent_kinase_11B,Cyclin-dependent_kinase_12,0.8993
Cyclin-dependent_kinase_12,Cyclin-dependent_kinase_11B,0.8993
P15357,Polyubiquitin-B,0.8994969256567915
P25359,Q05636,0.8996563573883162
Myosin-10,Unconventional_myosin-XVIIIa,0.8997
Unconventional_myosin-XVIIIa,Myosin-10,0.8997
Q9VM69,U4__U6_small_nuclear_ribonucleoprotein_Prp31,0.8998292544109278
Heat_shock_cognate_71_kDa_protein,Heat_shock_protein_105_kDa,0.9002582708153979
Insulin-like_growth_factor_2_mRNA-binding_protein_3,Insulin-like_growth_factor_2_mRNA-binding_protein_1,0.9005339435545385
rRNA-processing_protein_UTP23_homolog,Q05498,0.9008620689655172
Q9VL25,RNA_helicase,0.900946454038636
Q9VDZ4,NOP2_nucleolar_protein,0.9014084507042254
NOP2_nucleolar_protein,RNA_cytosine_C(5)-methyltransferase_NSUN2,0.9017363851617995
RPS5,Q24186,0.9020771513353115
Myosin-9,Unconventional_myosin-XVIIIa,0.9024
Unconventional_myosin-XVIIIa,Myosin-9,0.9024
Heat_shock_70_kDa_protein_1B,Heat_shock_protein_105_kDa,0.9025773831545196
Q8MT06,Guanine_nucleotide-binding_protein-like_3-like_protein,0.9029126213592233
Splicing_factor___proline-_and_glutamine-rich,Paraspeckle_component_1,0.9029255319148937
26S_proteasome_regulatory_subunit_6B,26S_proteasome_regulatory_subunit_8,0.903
26S_proteasome_regulatory_subunit_8,26S_proteasome_regulatory_subunit_6B,0.903
26S_proteasome_regulatory_subunit_10B,26S_proteasome_regulatory_subunit_4,0.904
26S_proteasome_regulatory_subunit_4,26S_proteasome_regulatory_subunit_10B,0.904
ATP_synthase_subunit_alpha___mitochondrial,ATP_synthase_subunit_beta___mitochondrial,0.9046495956873315
Ribose-phosphate_pyrophosphokinase_2,Phosphoribosyl_pyrophosphate_synthetase-associated_protein_1,0.9048991354466859
Heat_shock_cognate_71_kDa_protein,Heat_shock_70_kDa_protein_4,0.9050547288156439
Ribose-phosphate_pyrophosphokinase_1,Phosphoribosyl_pyrophosphate_synthetase-associated_protein_1,0.9053339740509371
Putative_ATP-dependent_RNA_helicase_DHX57,RNA_helicase,0.9054739305681966
26S_proteasome_regulatory_subunit_6A,26S_proteasome_regulatory_subunit_6B,0.9057
26S_proteasome_regulatory_subunit_6B,26S_proteasome_regulatory_subunit_6A,0.9057
Histone-lysine_N-methyltransferase_EZH2,Histone-lysine_N-methyltransferase___H3_lysine-36_specific,0.9062384187770228
La-related_protein_4B,La-related_protein_7,0.9065670048051254
BMS1_homolog___ribosome_assembly_protein_(Yeast),Pre-rRNA-processing_protein_TSR1_homolog,0.9069124423963134
RPS5,40S_ribosomal_protein_S5,0.9070227497527201
RPL4,60S_ribosomal_protein_L4,0.9070735090152566
Q9VVC9,Pre-rRNA-processing_protein_TSR1_homolog,0.9074598677998111
Heat_shock_70_kDa_protein_1B,Heat_shock_70_kDa_protein_4,0.9075101738808731
Q9VM69,Nucleolar_protein_56,0.9077973819009676
RPL3,60S_ribosomal_protein_L3,0.9079365079365079
26S_proteasome_regulatory_subunit_4,26S_proteasome_regulatory_subunit_6B,0.9081
26S_proteasome_regulatory_subunit_6B,26S_proteasome_regulatory_subunit_4,0.9081
Q9VBY2,Q9VKB4,0.9086444007858546
RPLP1,60S_acidic_ribosomal_protein_P1,0.9089775561097256
Q9VTQ1,Q9VZM6,0.9092891408634975
La-related_protein_4,La-related_protein_7,0.9109311740890689
26S_proteasome_regulatory_subunit_10B,26S_proteasome_regulatory_subunit_6A,0.9114
26S_proteasome_regulatory_subunit_6A,26S_proteasome_regulatory_subunit_10B,0.9114
Q9VDZ4,P40991,0.9118414188836724
Probable_ATP-dependent_RNA_helicase_DDX46,Probable_ATP-dependent_RNA_helicase_DDX5,0.9119
Probable_ATP-dependent_RNA_helicase_DDX5,Probable_ATP-dependent_RNA_helicase_DDX46,0.9119
P32495,NHP2-like_protein_1,0.9125138427464009
Q12499,Q95WY3,0.9130193905817174
26S_proteasome_regulatory_subunit_10B,26S_proteasome_regulatory_subunit_7,0.9132
26S_proteasome_regulatory_subunit_7,26S_proteasome_regulatory_subunit_10B,0.9132
Myosin-10,Unconventional_myosin-Ib,0.9134
Unconventional_myosin-Ib,Myosin-10,0.9134
26S_proteasome_regulatory_subunit_10B,26S_proteasome_regulatory_subunit_8,0.9141
26S_proteasome_regulatory_subunit_8,26S_proteasome_regulatory_subunit_10B,0.9141
Q9W1V3,Q9VG21,0.9153284671532846
Myosin-9,Unconventional_myosin-Ib,0.9155
Unconventional_myosin-Ib,Myosin-9,0.9155
Q12090,Q9VRX7,0.9157620495006513
Q9VBY2,Ribosome_production_factor_1,0.9165029469548134
Q9VZM6,Q8IRC8,0.9165532879818594
Q12499,Q12460,0.9168975069252078
